ticker,date,period_ending,estimate,reported,surprise,surprise%
FSLY,03-AUG-22,Jun 2022,-0.16,-0.23,-0.07,-43.75
AMPL,03-AUG-22,Jun 2022,-0.12,-0.08,0.04,33.33
PDFS,11-AUG-22,Jun 2022,0.07,0.11,0.04,57.14
MGI,05-AUG-22,Jun 2022,0.15,0.09,-0.06,-40.0
BTRS,09-AUG-22,Jun 2022,-0.08,-0.03,0.05,62.5
ZUO,24-AUG-22,Jul 2022,-0.05,-0.03,0.02,40.0
AOSL,10-AUG-22,Jun 2022,0.86,0.95,0.09,10.47
SGH,29-JUN-22,May 2022,0.75,0.87,0.12,16.0
RIOT,15-AUG-22,Jun 2022,0.08,-0.5,-0.58,-725.0
VECO,08-AUG-22,Jun 2022,0.28,0.35,0.07,25.0
LPSN,08-AUG-22,Jun 2022,-0.17,-0.35,-0.18,-105.88
AI,31-AUG-22,Jul 2022,-0.26,-0.12,0.14,53.85
NSSC,29-AUG-22,Jun 2022,0.09,0.2,0.11,122.22
TTEC,09-AUG-22,Jun 2022,0.86,0.98,0.12,13.95
SCSC,23-AUG-22,Jun 2022,0.94,0.91,-0.03,-3.19
ICHR,09-AUG-22,Jun 2022,0.81,0.98,0.17,20.99
PAYA,05-AUG-22,Jun 2022,0.1,0.1,0.0,0.0
IMXI,03-AUG-22,Jun 2022,0.39,0.47,0.08,20.51
PAR,09-AUG-22,Jun 2022,-0.35,-0.36,-0.01,-2.86
BIGC,04-AUG-22,Jun 2022,-0.24,-0.19,0.05,20.83
CRSR,04-AUG-22,Jun 2022,0.04,-0.2,-0.24,-600.0
HCKT,09-AUG-22,Jun 2022,0.34,0.38,0.04,11.76
CRNC,09-AUG-22,Jun 2022,0.42,0.43,0.01,2.38
SUMO,25-AUG-22,Jul 2022,-0.14,-0.1,0.04,28.57
NTGR,27-JUL-22,Jun 2022,-0.24,-0.19,0.05,20.83
INFA,27-JUL-22,Jun 2022,0.08,0.16,0.08,100.0
CEVA,09-AUG-22,Jun 2022,0.16,0.18,0.02,12.5
ECOM,09-AUG-22,Jun 2022,0.15,0.17,0.02,13.33
CNDT,02-AUG-22,Jun 2022,0.06,0.03,-0.03,-50.0
OSPN,02-AUG-22,Jun 2022,-0.14,-0.1,0.04,28.57
CNXN,04-AUG-22,Jun 2022,0.76,0.96,0.2,26.32
AMSWA,24-AUG-22,Jul 2022,0.07,0.09,0.02,28.57
CVT,04-AUG-22,Jun 2022,0.01,-0.06,-0.07,-700.0
ACMR,05-AUG-22,Jun 2022,0.03,0.22,0.19,633.33
MVIS,28-JUL-22,Jun 2022,-0.07,-0.08,-0.01,-14.29
GDYN,04-AUG-22,Jun 2022,0.09,0.12,0.03,33.33
RPAY,09-AUG-22,Jun 2022,0.22,0.17,-0.05,-22.73
YEXT,07-SEP-22,Jul 2022,-0.05,-0.03,0.02,40.0
SPNS,03-AUG-22,Jun 2022,0.3,0.27,-0.03,-10.0
MITK,28-JUL-22,Jun 2022,0.21,0.23,0.02,9.52
IIIV,08-AUG-22,Jun 2022,0.36,0.37,0.01,2.78
MASS,09-AUG-22,Jun 2022,-0.26,-0.26,0.0,0.0
INST,01-AUG-22,Jun 2022,0.22,0.25,0.03,13.64
AXTI,28-JUL-22,Jun 2022,0.08,0.16,0.08,100.0
SWI,02-AUG-22,Jun 2022,0.2,0.21,0.01,5.0
AKTS,12-SEP-22,Jun 2022,-0.19,-0.26,-0.07,-36.84
ONTF,09-AUG-22,Jun 2022,-0.16,-0.14,0.02,12.5
LASR,04-AUG-22,Jun 2022,-0.07,-0.07,0.0,0.0
EGHT,27-JUL-22,Jun 2022,0.03,0.09,0.06,200.0
ALKT,03-AUG-22,Jun 2022,-0.09,-0.08,0.01,11.11
SMRT,11-AUG-22,Jun 2022,-0.1,-0.12,-0.02,-20.0
DOMO,25-AUG-22,Jul 2022,-0.33,-0.26,0.07,21.21
MLNK,09-AUG-22,Jun 2022,0.09,0.09,0.0,0.0
ARLO,09-AUG-22,Jun 2022,-0.06,0.01,0.07,116.67
INSG,08-AUG-22,Jun 2022,-0.11,-0.09,0.02,18.18
TLS,09-AUG-22,Jun 2022,-0.03,0.04,0.07,233.33
LIN,28-JUL-22,Jun 2022,2.98,3.1,0.12,4.03
APD,04-AUG-22,Jun 2022,2.61,2.62,0.01,0.38
SHW,27-JUL-22,Jun 2022,2.81,2.41,-0.4,-14.23
FCX,21-JUL-22,Jun 2022,0.76,0.58,-0.18,-23.68
CTVA,04-AUG-22,Jun 2022,1.47,1.64,0.17,11.56
ECL,26-JUL-22,Jun 2022,1.08,1.1,0.02,1.85
ALB,03-AUG-22,Jun 2022,3.03,3.45,0.42,13.86
NEM,25-JUL-22,Jun 2022,0.6,0.46,-0.14,-23.33
NUE,21-JUL-22,Jun 2022,8.91,9.67,0.76,8.53
DOW,21-JUL-22,Jun 2022,2.14,2.31,0.17,7.94
DD,02-AUG-22,Jun 2022,0.74,0.88,0.14,18.92
PPG,21-JUL-22,Jun 2022,1.75,1.81,0.06,3.43
IFF,08-AUG-22,Jun 2022,1.42,1.54,0.12,8.45
VMC,04-AUG-22,Jun 2022,1.66,1.53,-0.13,-7.83
MLM,28-JUL-22,Jun 2022,3.72,3.96,0.24,6.45
LYB,29-JUL-22,Jun 2022,4.97,5.19,0.22,4.43
CF,01-AUG-22,Jun 2022,6.06,6.19,0.13,2.15
MOS,01-AUG-22,Jun 2022,3.93,3.64,-0.29,-7.38
AMCR,17-AUG-22,Jun 2022,0.24,0.24,0.0,0.0
STLD,20-JUL-22,Jun 2022,6.34,6.73,0.39,6.15
FMC,02-AUG-22,Jun 2022,1.9,1.93,0.03,1.58
AVY,27-JUL-22,Jun 2022,2.39,2.64,0.25,10.46
IP,28-JUL-22,Jun 2022,1.1,1.24,0.14,12.73
RPM,25-JUL-22,May 2022,1.44,1.42,-0.02,-1.39
RS,28-JUL-22,Jun 2022,9.06,9.15,0.09,0.99
PKG,25-JUL-22,Jun 2022,2.87,3.23,0.36,12.54
CE,28-JUL-22,Jun 2022,4.57,4.99,0.42,9.19
EMN,28-JUL-22,Jun 2022,2.69,2.83,0.14,5.2
WRK,04-AUG-22,Jun 2022,1.5,1.54,0.04,2.67
CCK,20-JUL-22,Jun 2022,2.03,2.1,0.07,3.45
OLN,28-JUL-22,Jun 2022,2.57,2.76,0.19,7.39
AA,20-JUL-22,Jun 2022,2.6,2.67,0.07,2.69
CLF,22-JUL-22,Jun 2022,1.34,1.31,-0.03,-2.24
SEE,02-AUG-22,Jun 2022,0.98,1.01,0.03,3.06
RGLD,03-AUG-22,Jun 2022,0.91,0.81,-0.1,-10.99
ATR,28-JUL-22,Jun 2022,0.96,0.96,0.0,0.0
GPK,26-JUL-22,Jun 2022,0.52,0.6,0.08,15.38
BERY,03-AUG-22,Jun 2022,1.96,2.03,0.07,3.57
SON,21-JUL-22,Jun 2022,1.67,1.76,0.09,5.39
CMC,16-JUN-22,May 2022,2.09,2.61,0.52,24.88
ASH,26-JUL-22,Jun 2022,1.88,1.89,0.01,0.53
VVV,03-AUG-22,Jun 2022,0.58,0.58,0.0,0.0
AXTA,26-JUL-22,Jun 2022,0.4,0.41,0.01,2.5
LTHM,02-AUG-22,Jun 2022,0.3,0.37,0.07,23.33
HUN,02-AUG-22,Jun 2022,1.14,1.28,0.14,12.28
X,28-JUL-22,Jun 2022,3.87,3.86,-0.01,-0.26
EXP,28-JUL-22,Jun 2022,2.73,2.82,0.09,3.3
CC,28-JUL-22,Jun 2022,1.42,1.89,0.47,33.1
SCCO,26-JUL-22,Jun 2022,0.95,0.56,-0.39,-41.05
BCPC,29-JUL-22,Jun 2022,0.84,0.92,0.08,9.52
SLGN,27-JUL-22,Jun 2022,0.96,1.08,0.12,12.5
ESI,27-JUL-22,Jun 2022,0.37,0.38,0.01,2.7
LPX,09-AUG-22,Jun 2022,4.38,4.19,-0.19,-4.34
CBT,08-AUG-22,Jun 2022,1.53,1.73,0.2,13.07
FUL,22-JUN-22,May 2022,1.07,1.11,0.04,3.74
ATI,04-AUG-22,Jun 2022,0.37,0.54,0.17,45.95
WLK,02-AUG-22,Jun 2022,6.33,6.6,0.27,4.27
SUM,03-AUG-22,Jun 2022,0.53,0.6,0.07,13.21
NGVT,02-AUG-22,Jun 2022,1.68,1.73,0.05,2.98
SSRM,02-AUG-22,Jun 2022,0.22,0.3,0.08,36.36
MP,04-AUG-22,Jun 2022,0.36,0.43,0.07,19.44
OI,02-AUG-22,Jun 2022,0.67,0.73,0.06,8.96
HL,04-AUG-22,Jun 2022,0.02,0.04,0.02,100.0
IOSP,02-AUG-22,Jun 2022,1.32,1.58,0.26,19.7
AMR,08-AUG-22,Jun 2022,30.89,30.03,-0.86,-2.78
KWR,04-AUG-22,Jun 2022,1.08,1.32,0.24,22.22
SCL,27-JUL-22,Jun 2022,1.9,2.3,0.4,21.05
SMG,03-AUG-22,Jun 2022,1.7,1.98,0.28,16.47
MTX,28-JUL-22,Jun 2022,1.46,1.5,0.04,2.74
ARNC,02-AUG-22,Jun 2022,0.72,0.62,-0.1,-13.89
WOR,22-JUN-22,May 2022,0.83,1.58,0.75,90.36
HCC,03-AUG-22,Jun 2022,5.59,5.87,0.28,5.01
GEF,31-AUG-22,Jul 2022,1.98,2.35,0.37,18.69
MTRN,03-AUG-22,Jun 2022,1.2,1.28,0.08,6.67
CMP,04-AUG-22,Jun 2022,-0.31,-0.16,0.15,48.39
KALU,25-JUL-22,Jun 2022,0.7,-0.87,-1.57,-224.29
NG,29-JUN-22,May 2022,-0.02,-0.04,-0.02,-100.0
PRM,05-AUG-22,Jun 2022,-0.07,0.04,0.11,157.14
TROX,27-JUL-22,Jun 2022,0.84,0.84,0.0,0.0
CSTM,27-JUL-22,Jun 2022,0.44,0.56,0.12,27.27
ASIX,05-AUG-22,Jun 2022,2.39,2.3,-0.09,-3.77
PLL,05-AUG-22,Jun 2022,-0.29,-0.53,-0.24,-82.76
OEC,04-AUG-22,Jun 2022,0.65,0.58,-0.07,-10.77
TRS,28-JUL-22,Jun 2022,0.6,0.6,0.0,0.0
TSE,08-AUG-22,Jun 2022,2.02,1.79,-0.23,-11.39
SXC,02-AUG-22,Jun 2022,0.26,0.21,-0.05,-19.23
HAYN,28-JUL-22,Jun 2022,0.75,1.24,0.49,65.33
MYE,02-AUG-22,Jun 2022,0.4,0.45,0.05,12.5
AVD,09-AUG-22,Jun 2022,0.23,0.23,0.0,0.0
HWKN,04-AUG-22,Jun 2022,0.56,0.94,0.38,67.86
TMST,04-AUG-22,Jun 2022,1.33,1.29,-0.04,-3.01
ORGN,03-AUG-22,Jun 2022,-0.07,-0.05,0.02,28.57
SCHN,29-JUN-22,May 2022,2.28,2.59,0.31,13.6
CLW,02-AUG-22,Jun 2022,1.18,1.11,-0.07,-5.93
KOP,04-AUG-22,Jun 2022,1.15,0.97,-0.18,-15.65
ASPN,27-JUL-22,Jun 2022,-0.57,-0.68,-0.11,-19.3
RYI,03-AUG-22,Jun 2022,4.58,5.31,0.73,15.94
PTVE,03-AUG-22,Jun 2022,0.2,0.4,0.2,100.0
CENX,09-AUG-22,Jun 2022,0.71,0.3,-0.41,-57.75
DSEY,04-AUG-22,Jun 2022,0.1,0.09,-0.01,-10.0
RYAM,03-AUG-22,Jun 2022,-0.17,-0.31,-0.14,-82.35
IPI,04-AUG-22,Jun 2022,1.92,1.82,-0.1,-5.21
AMRS,09-AUG-22,Jun 2022,-0.28,-0.42,-0.14,-50.0
PLD,18-JUL-22,Jun 2022,1.12,0.82,-0.3,-26.79
AMT,28-JUL-22,Jun 2022,2.44,1.95,-0.49,-20.08
CCI,20-JUL-22,Jun 2022,1.79,0.97,-0.82,-45.81
EQIX,27-JUL-22,Jun 2022,7.3,2.37,-4.93,-67.53
PSA,04-AUG-22,Jun 2022,3.92,3.42,-0.5,-12.76
O,03-AUG-22,Jun 2022,0.95,0.33,-0.62,-65.26
SPG,01-AUG-22,Jun 2022,2.91,1.51,-1.4,-48.11
WELL,09-AUG-22,Jun 2022,0.85,0.2,-0.65,-76.47
SBAC,01-AUG-22,Jun 2022,2.98,0.64,-2.34,-78.52
VICI,27-JUL-22,Jun 2022,0.48,0.48,0.0,0.0
DLR,28-JUL-22,Jun 2022,1.64,0.19,-1.45,-88.41
ARE,25-JUL-22,Jun 2022,2.06,2.1,0.04,1.94
CBRE,04-AUG-22,Jun 2022,1.38,1.83,0.45,32.61
WY,29-JUL-22,Jun 2022,1.02,1.06,0.04,3.92
AVB,27-JUL-22,Jun 2022,2.35,0.99,-1.36,-57.87
EQR,26-JUL-22,Jun 2022,0.85,0.59,-0.26,-30.59
EXR,02-AUG-22,Jun 2022,2.04,1.73,-0.31,-15.2
INVH,27-JUL-22,Jun 2022,0.41,0.18,-0.23,-56.1
MAA,27-JUL-22,Jun 2022,2.0,2.02,0.02,1.0
VTR,04-AUG-22,Jun 2022,0.72,-0.11,-0.83,-115.28
SUI,25-JUL-22,Jun 2022,2.01,0.61,-1.4,-69.65
WPC,29-JUL-22,Jun 2022,1.29,0.66,-0.63,-48.84
IRM,04-AUG-22,Jun 2022,0.92,0.46,-0.46,-50.0
ESS,26-JUL-22,Jun 2022,3.55,0.87,-2.68,-75.49
KIM,28-JUL-22,Jun 2022,0.38,-0.21,-0.59,-155.26
PEAK,02-AUG-22,Jun 2022,0.43,0.44,0.01,2.33
UDR,26-JUL-22,Jun 2022,0.57,0.01,-0.56,-98.25
HST,03-AUG-22,Jun 2022,0.49,0.36,-0.13,-26.53
GLPI,28-JUL-22,Jun 2022,0.9,0.91,0.01,1.11
BXP,26-JUL-22,Jun 2022,1.85,1.42,-0.43,-23.24
CPT,28-JUL-22,Jun 2022,1.62,1.64,0.02,1.23
ELS,18-JUL-22,Jun 2022,0.64,0.33,-0.31,-48.44
REG,04-AUG-22,Jun 2022,0.95,0.61,-0.34,-35.79
AMH,04-AUG-22,Jun 2022,0.38,0.16,-0.22,-57.89
REXR,20-JUL-22,Jun 2022,0.48,0.49,0.01,2.08
CUBE,04-AUG-22,Jun 2022,0.59,0.26,-0.33,-55.93
LSI,03-AUG-22,Jun 2022,1.53,1.65,0.12,7.84
FRT,04-AUG-22,Jun 2022,1.5,0.75,-0.75,-50.0
LAMR,03-AUG-22,Jun 2022,1.79,1.32,-0.47,-26.26
STOR,03-AUG-22,Jun 2022,0.55,0.58,0.03,5.45
NNN,03-AUG-22,Jun 2022,0.79,0.42,-0.37,-46.84
COLD,04-AUG-22,Jun 2022,0.25,0.01,-0.24,-96.0
HR,09-AUG-22,Jun 2022,0.45,0.04,-0.41,-91.11
JLL,03-AUG-22,Jun 2022,4.1,4.48,0.38,9.27
OHI,01-AUG-22,Jun 2022,0.76,0.38,-0.38,-50.0
MPW,03-AUG-22,Jun 2022,0.45,0.32,-0.13,-28.89
BRX,01-AUG-22,Jun 2022,0.48,0.49,0.01,2.08
EGP,26-JUL-22,Jun 2022,1.69,1.09,-0.6,-35.5
FR,20-JUL-22,Jun 2022,0.53,0.56,0.03,5.66
STAG,27-JUL-22,Jun 2022,0.53,0.18,-0.35,-66.04
AIRC,28-JUL-22,Jun 2022,0.65,1.26,0.61,93.85
SRC,03-AUG-22,Jun 2022,0.88,0.6,-0.28,-31.82
ADC,02-AUG-22,Jun 2022,0.96,0.56,-0.4,-41.67
KRC,27-JUL-22,Jun 2022,1.12,0.4,-0.72,-64.29
RYN,03-AUG-22,Jun 2022,0.15,0.16,0.01,6.67
RHP,01-AUG-22,Jun 2022,1.96,0.91,-1.05,-53.57
KRG,02-AUG-22,Jun 2022,0.43,0.06,-0.37,-86.05
VNO,01-AUG-22,Jun 2022,0.79,0.19,-0.6,-75.95
TRNO,03-AUG-22,Jun 2022,0.47,1.28,0.81,172.34
IRT,27-JUL-22,Jun 2022,0.26,0.26,0.0,0.0
CUZ,28-JUL-22,Jun 2022,0.67,0.23,-0.44,-65.67
PCH,25-JUL-22,Jun 2022,1.53,1.61,0.08,5.23
NSA,03-AUG-22,Jun 2022,0.71,0.71,0.0,0.0
IIPR,03-AUG-22,Jun 2022,2.02,1.42,-0.6,-29.7
APLE,04-AUG-22,Jun 2022,0.45,0.48,0.03,6.67
OFC,28-JUL-22,Jun 2022,0.58,0.29,-0.29,-50.0
EPR,01-AUG-22,Jun 2022,1.18,0.46,-0.72,-61.02
SBRA,03-AUG-22,Jun 2022,0.37,0.07,-0.3,-81.08
DOC,04-AUG-22,Jun 2022,0.27,0.27,0.0,0.0
EPRT,28-JUL-22,Jun 2022,0.38,0.27,-0.11,-28.95
HIW,26-JUL-22,Jun 2022,0.98,0.47,-0.51,-52.04
LXP,04-AUG-22,Jun 2022,0.17,0.14,-0.03,-17.65
DEI,01-AUG-22,Jun 2022,0.51,0.14,-0.37,-72.55
MAC,28-JUL-22,Jun 2022,0.45,-0.07,-0.52,-115.56
EQC,01-AUG-22,Jun 2022,0.01,0.04,0.03,300.0
PK,03-AUG-22,Jun 2022,0.49,0.61,0.12,24.49
BNL,03-AUG-22,Jun 2022,0.36,0.2,-0.16,-44.44
OUT,03-AUG-22,Jun 2022,0.5,0.57,0.07,14.0
SLG,20-JUL-22,Jun 2022,1.69,-0.7,-2.39,-141.42
NHI,08-AUG-22,Jun 2022,1.21,0.47,-0.74,-61.16
HHC,03-AUG-22,Jun 2022,-0.39,0.42,0.81,207.69
SITC,28-JUL-22,Jun 2022,0.28,0.27,-0.01,-3.57
SHO,03-AUG-22,Jun 2022,0.24,0.15,-0.09,-37.5
JBGS,02-AUG-22,Jun 2022,0.32,0.31,-0.01,-3.13
ZG,04-AUG-22,Jun 2022,0.41,0.47,0.06,14.63
SKT,08-AUG-22,Jun 2022,0.42,0.19,-0.23,-54.76
RLJ,04-AUG-22,Jun 2022,0.44,0.16,-0.28,-63.64
PEB,26-JUL-22,Jun 2022,0.68,0.12,-0.56,-82.35
KW,03-AUG-22,Jun 2022,0.43,0.3,-0.13,-30.23
CTRE,04-AUG-22,Jun 2022,0.35,0.37,0.02,5.71
FCPT,26-JUL-22,Jun 2022,0.41,0.35,-0.06,-14.63
DRH,03-AUG-22,Jun 2022,0.31,0.23,-0.08,-25.81
XHR,03-AUG-22,Jun 2022,0.41,0.24,-0.17,-41.46
HPP,26-JUL-22,Jun 2022,0.51,-0.05,-0.56,-109.8
UNIT,04-AUG-22,Jun 2022,0.43,0.21,-0.22,-51.16
UE,03-AUG-22,Jun 2022,0.28,0.1,-0.18,-64.29
ROIC,26-JUL-22,Jun 2022,0.26,0.09,-0.17,-65.38
CWK,04-AUG-22,Jun 2022,0.53,0.63,0.1,18.87
DEA,02-AUG-22,Jun 2022,0.34,0.08,-0.26,-76.47
ALEX,28-JUL-22,Jun 2022,-0.86,0.05,0.91,105.81
LTC,28-JUL-22,Jun 2022,0.63,0.64,0.01,1.59
AKR,02-AUG-22,Jun 2022,0.3,0.32,0.02,6.67
PDM,27-JUL-22,Jun 2022,0.5,0.06,-0.44,-88.0
AAT,26-JUL-22,Jun 2022,0.54,0.18,-0.36,-66.67
NMRK,29-JUL-22,Jun 2022,0.4,0.46,0.06,15.0
BDN,25-JUL-22,Jun 2022,0.34,0.03,-0.31,-91.18
SVC,04-AUG-22,Jun 2022,0.36,0.54,0.18,50.0
GNL,04-AUG-22,Jun 2022,0.45,-0.06,-0.51,-113.33
PGRE,26-JUL-22,Jun 2022,0.23,0.24,0.01,4.35
CSR,01-AUG-22,Jun 2022,1.1,-0.3,-1.4,-127.27
NTST,28-JUL-22,Jun 2022,0.28,0.04,-0.24,-85.71
NXRT,26-JUL-22,Jun 2022,0.86,-0.3,-1.16,-134.88
ESRT,27-JUL-22,Jun 2022,0.18,0.29,0.11,61.11
GTY,27-JUL-22,Jun 2022,0.48,0.53,0.05,10.42
INN,02-AUG-22,Jun 2022,0.29,0.07,-0.22,-75.86
OPEN,04-AUG-22,Jun 2022,0.14,0.19,0.05,35.71
EXPI,03-AUG-22,Jun 2022,0.17,0.06,-0.11,-64.71
LAND,09-AUG-22,Jun 2022,0.14,-0.11,-0.25,-178.57
RPT,03-AUG-22,Jun 2022,0.26,0.06,-0.2,-76.92
CHCT,02-AUG-22,Jun 2022,0.59,0.21,-0.38,-64.41
OPI,28-JUL-22,Jun 2022,1.12,-0.33,-1.45,-129.46
GOOD,01-AUG-22,Jun 2022,0.38,-0.04,-0.42,-110.53
STAR,04-AUG-22,Jun 2022,-0.04,-0.42,-0.38,-950.0
COMP,15-AUG-22,Jun 2022,-0.17,-0.21,-0.04,-23.53
AHH,04-AUG-22,Jun 2022,0.29,0.3,0.01,3.45
UMH,03-AUG-22,Jun 2022,0.19,-0.41,-0.6,-315.79
UBA,08-SEP-22,Jul 2022,0.39,0.17,-0.22,-56.41
PSTL,02-AUG-22,Jun 2022,0.24,0.04,-0.2,-83.33
SAFE,03-AUG-22,Jun 2022,0.4,0.37,-0.03,-7.5
CLDT,03-AUG-22,Jun 2022,0.33,0.15,-0.18,-54.55
TRC,03-AUG-22,Jun 2022,-0.02,-0.03,-0.01,-50.0
WSR,02-AUG-22,Jun 2022,0.21,0.09,-0.12,-57.14
FPI,26-JUL-22,Jun 2022,0.02,0.04,0.02,100.0
PLYM,03-AUG-22,Jun 2022,0.45,-0.17,-0.62,-137.78
BFS,04-AUG-22,Jun 2022,0.81,0.43,-0.38,-46.91
ALX,01-AUG-22,Jun 2022,4.14,2.89,-1.25,-30.19
HT,03-AUG-22,Jun 2022,0.5,0.05,-0.45,-90.0
CIO,04-AUG-22,Jun 2022,0.39,0.4,0.01,2.56
RDFN,04-AUG-22,Jun 2022,-0.6,-0.73,-0.13,-21.67
RMR,04-AUG-22,Jun 2022,0.59,0.59,0.0,0.0
GMRE,03-AUG-22,Jun 2022,0.26,0.03,-0.23,-88.46
OLP,03-AUG-22,Jun 2022,0.5,0.49,-0.01,-2.0
RMAX,04-AUG-22,Jun 2022,0.64,0.68,0.04,6.25
ILPT,26-JUL-22,Jun 2022,0.43,-2.2,-2.63,-611.63
BHR,03-AUG-22,Jun 2022,0.25,0.12,-0.13,-52.0
NEE,22-JUL-22,Jun 2022,0.75,0.81,0.06,8.0
DUK,04-AUG-22,Jun 2022,1.1,1.14,0.04,3.64
SO,28-JUL-22,Jun 2022,0.84,1.07,0.23,27.38
D,08-AUG-22,Jun 2022,0.77,0.77,0.0,0.0
SRE,04-AUG-22,Jun 2022,1.82,1.98,0.16,8.79
AEP,27-JUL-22,Jun 2022,1.18,1.2,0.02,1.69
EXC,03-AUG-22,Jun 2022,0.46,0.44,-0.02,-4.35
XEL,28-JUL-22,Jun 2022,0.6,0.6,0.0,0.0
ED,04-AUG-22,Jun 2022,0.58,0.64,0.06,10.34
CEG,04-AUG-22,Jun 2022,0.64,-0.34,-0.98,-153.13
PEG,02-AUG-22,Jun 2022,0.65,0.64,-0.01,-1.54
WEC,02-AUG-22,Jun 2022,0.86,0.91,0.05,5.81
ES,28-JUL-22,Jun 2022,0.84,0.86,0.02,2.38
AWK,27-JUL-22,Jun 2022,1.14,1.2,0.06,5.26
PCG,28-JUL-22,Jun 2022,0.3,0.25,-0.05,-16.67
EIX,28-JUL-22,Jun 2022,0.9,0.94,0.04,4.44
DTE,28-JUL-22,Jun 2022,1.02,0.88,-0.14,-13.73
ETR,03-AUG-22,Jun 2022,1.42,1.78,0.36,25.35
AEE,04-AUG-22,Jun 2022,0.81,0.8,-0.01,-1.23
FE,26-JUL-22,Jun 2022,0.53,0.53,0.0,0.0
PPL,03-AUG-22,Jun 2022,0.29,0.3,0.01,3.45
AES,04-AUG-22,Jun 2022,0.31,0.34,0.03,9.68
CNP,02-AUG-22,Jun 2022,0.28,0.31,0.03,10.71
CMS,28-JUL-22,Jun 2022,0.44,0.53,0.09,20.45
ATO,03-AUG-22,Jun 2022,0.86,0.92,0.06,6.98
LNT,04-AUG-22,Jun 2022,0.58,0.63,0.05,8.62
WTRG,03-AUG-22,Jun 2022,0.31,0.31,0.0,0.0
NRG,04-AUG-22,Jun 2022,0.31,0.33,0.02,6.45
NI,03-AUG-22,Jun 2022,0.11,0.12,0.01,9.09
VST,05-AUG-22,Jun 2022,0.17,1.48,1.31,770.59
PNW,03-AUG-22,Jun 2022,1.3,1.45,0.15,11.54
UGI,03-AUG-22,Jun 2022,0.1,0.06,-0.04,-40.0
OGE,04-AUG-22,Jun 2022,0.31,0.36,0.05,16.13
NFG,04-AUG-22,Jun 2022,1.47,1.54,0.07,4.76
IDA,04-AUG-22,Jun 2022,1.41,1.27,-0.14,-9.93
ORA,03-AUG-22,Jun 2022,0.21,0.22,0.01,4.76
NJR,04-AUG-22,Jun 2022,0.08,-0.04,-0.12,-150.0
PNM,04-AUG-22,Jun 2022,0.55,0.57,0.02,3.64
OGS,01-AUG-22,Jun 2022,0.62,0.59,-0.03,-4.84
HE,08-AUG-22,Jun 2022,0.52,0.48,-0.04,-7.69
ALE,03-AUG-22,Jun 2022,0.63,0.67,0.04,6.35
SWX,09-AUG-22,Jun 2022,0.53,0.23,-0.3,-56.6
POR,28-JUL-22,Jun 2022,0.61,0.72,0.11,18.03
BKH,03-AUG-22,Jun 2022,0.42,0.52,0.1,23.81
AWR,01-AUG-22,Jun 2022,0.77,0.71,-0.06,-7.79
SR,04-AUG-22,Jun 2022,0.01,0.01,0.0,0.0
CWEN,02-AUG-22,Jun 2022,0.38,-3.86,-4.24,-1115.79
CWT,28-JUL-22,Jun 2022,0.6,0.36,-0.24,-40.0
AGR,26-JUL-22,Jun 2022,0.33,0.46,0.13,39.39
NWE,27-JUL-22,Jun 2022,0.53,0.54,0.01,1.89
AVA,03-AUG-22,Jun 2022,0.18,0.16,-0.02,-11.11
MGEE,04-AUG-22,Jun 2022,0.63,0.6,-0.03,-4.76
NOVA,27-JUL-22,Jun 2022,-0.32,-0.32,0.0,0.0
OTTR,01-AUG-22,Jun 2022,1.27,2.05,0.78,61.42
SJW,27-JUL-22,Jun 2022,0.61,0.39,-0.22,-36.07
CPK,03-AUG-22,Jun 2022,0.81,0.88,0.07,8.64
MSEX,29-JUL-22,Jun 2022,0.76,0.5,-0.26,-34.21
NWN,04-AUG-22,Jun 2022,-0.07,0.05,0.12,171.43
UTL,02-AUG-22,Jun 2022,0.24,0.3,0.06,25.0
ARTNA,03-AUG-22,Jun 2022,0.5,0.53,0.03,6.0
YORW,04-AUG-22,Jun 2022,0.34,0.36,0.02,5.88
